Name,Crystal Structure,Diaphaneity,Specific Gravity,Optical,Refractive Index,Molar Mass,Molar Volume,Calculated Density
Zincobotryogen,0.0,0.0,0.0,0.0,0.0,647.41425,0.08979658,5.984
Zincochromite,6.0,1.0,0.0,2.0,0.0,133.38549999999998,0.01121239,9.874
Zincolivenite,3.0,2.0,4.33,4.0,1.8880000000000001,334.2537900000001,0.03364451,8.246
Zinnwaldite,2.0,2.0,3.0,4.0,1.625,699.777801,0.13459132,4.315
Zippeite,2.0,2.0,3.66,0.0,0.0,519.37238,0.07861030000000001,5.484
Zircon,4.0,1.0,4.65,3.0,1.9280000000000002,526.0418,0.07846829999999999,5.564
Zirconolite,2.0,1.0,0.0,0.0,0.0,526.0418,0.07846829999999999,5.564
Zoisite,3.0,2.0,3.23,4.0,1.702,379.378178,0.10089008,3.1210000000000004
Zorite,3.0,3.0,2.18,1.0,1.59,492.887716,0.0785658,5.207000000000001
Zunyite,0.0,2.0,3.411,2.0,1.5959999999999999,263.580584,0.08945818,2.4459999999999997
Zussmanite,5.0,2.0,3.1460000000000004,3.0,1.633,576.8019069999998,0.07860506,6.091
Acetamide,0.0,0.0,0.0,0.0,0.0,59.067840000000004,0.07845362,0.625
Acetylene-hydrate,0.0,0.0,0.0,0.0,0.0,102.08984,0.10086924,0.84
Adachiite,0.0,0.0,0.0,0.0,0.0,521.103965,0.11213694,3.8569999999999998
Adamantane,0.0,0.0,0.0,0.0,0.0,137.15582,0.19054055,0.597
Adamantane-methane-hydrate,0.0,0.0,0.0,0.0,0.0,137.15582,0.19054055,0.597
Adolfpateraite,0.0,0.0,0.0,0.0,0.0,440.21222,0.12327260000000001,2.964
Adranosite,0.0,0.0,0.0,0.0,0.0,311.478747,0.13435998000000002,1.9240000000000002
Adranosite-(Fe),0.0,0.0,0.0,0.0,0.0,311.478747,0.13435998000000002,1.9240000000000002
Aeschynite-(La),0.0,0.0,0.0,0.0,0.0,343.68948,0.044827999999999986,6.3629999999999995
Afmite,0.0,0.0,0.0,0.0,0.0,411.987941,0.07859797000000003,4.351
Agaite,0.0,0.0,0.0,0.0,0.0,986.7682,0.08969169999999999,9.131
Agakhanovite-(Y),0.0,0.0,0.0,0.0,0.0,494.204337,0.033774570000000004,12.145
Agardite-(Ce),0.0,0.0,0.0,0.0,0.0,378.61179,0.03368309,9.33
Agricolaite,0.0,0.0,0.0,0.0,0.0,436.2439,0.06729052,5.381
Ahrensite,0.0,0.0,0.0,0.0,0.0,144.0168,0.02242329,5.331
Aiolosite,0.0,0.0,0.0,0.0,0.0,468.39580599999994,0.044747,8.687999999999999
Aklimaite,0.0,0.0,0.0,0.0,0.0,336.4097,0.033821800000000006,8.256
Albite-Ge,0.0,0.0,0.0,0.0,0.0,753.652196,0.08982976,6.9639999999999995
Alcaparrosaite,0.0,0.0,0.0,0.0,0.0,647.07038,0.12339754,4.352
Alflarsenite,0.0,0.0,0.0,0.0,0.0,1065.202016,0.29152517999999994,3.033
Alfredstelznerite,0.0,0.0,0.0,0.0,0.0,1339.7554,0.18008384,6.175
Alinite,0.0,0.0,0.0,0.0,0.0,283.056939,0.04473179,5.252000000000001
Alite,0.0,0.0,0.0,0.0,0.0,2135.0045,0.5046799999999999,3.511
Allanite-(Ce),0.0,0.0,0.0,0.0,0.0,658.168717,0.10093515000000003,5.412000000000001
Allanite-(La),0.0,0.0,0.0,0.0,0.0,1456.335618,0.12343835,9.792
Allanite-(Nd),0.0,0.0,0.0,0.0,0.0,717.2311070000001,0.12333019999999999,4.827
Allanite-subgroup mineral,0.0,0.0,0.0,0.0,0.0,766.1272670000002,0.11212811,5.671
Allochalcoselite,0.0,0.0,0.0,0.0,0.0,1019.6559,0.12241963999999997,6.912999999999999
Alloriite,0.0,0.0,0.0,0.0,0.0,1348.5186680000004,0.28038907,3.992
Almeidaite,0.0,0.0,0.0,0.0,0.0,1122.31325,0.07857984,11.854000000000001
Alnaperboeite-(Ce),0.0,0.0,0.0,0.0,0.0,1383.691457,0.19066293999999995,6.024
Alpersite,0.0,0.0,0.0,0.0,0.0,397.8706,0.04496858,7.343999999999999
Alum-(Na),0.0,0.0,0.0,0.0,0.0,212.544139,0.022510190000000003,7.837000000000001
Alumino-magnesiohulsite,0.0,0.0,0.0,0.0,0.0,611.0706170000002,0.056114919999999985,9.038
Alumino-magnesiotaramite,0.0,0.0,0.0,0.0,0.0,755.2048900000001,0.08983533,6.977
Aluminoceladonite,0.0,0.0,0.0,0.0,0.0,297.523257,0.07849987,3.1460000000000004
Aluminocoquimbite,0.0,0.0,0.0,0.0,0.0,793.3147190000001,0.12332322,5.3389999999999995
Aluminomagnesiohulsite,0.0,0.0,0.0,0.0,0.0,611.0706170000002,0.056114919999999985,9.038
Aluminopyracmonite,0.0,0.0,0.0,0.0,0.0,216.06337799999997,0.13444538,1.334
Aluminotaramite,0.0,0.0,0.0,0.0,0.0,996.697411,0.10114924,8.179
Alumoakermanite,0.0,0.0,0.0,0.0,0.0,246.28500699999998,0.03368088,6.069
Alumoklyuchevskite,0.0,0.0,0.0,0.0,0.0,763.2844,0.20179767,3.139
Alumotantite,0.0,0.0,0.0,0.0,0.0,239.928239,0.02241289,8.885
Alvanite,0.0,0.0,0.0,0.0,0.0,338.352098,0.20167748,1.392
Amarillite,0.0,0.0,0.0,0.0,0.0,228.94536800000003,0.04488529,4.234
Aminoffite,0.0,0.0,0.0,0.0,0.0,242.34352,0.07846688,2.563
Ammineite,0.0,0.0,0.0,0.0,0.0,150.47402,0.055684090000000006,2.2430000000000003
Ammonioborite,0.0,0.0,0.0,0.0,0.0,396.57248,0.13451512,2.447
Ammoniojarosite,0.0,0.0,0.0,0.0,0.0,152.94176000000002,0.07843849,1.618
Ammonioleucite,0.0,0.0,0.0,0.0,0.0,300.295817,0.06728797,3.7039999999999997
Amstallite,0.0,0.0,0.0,0.0,0.0,301.69205800000003,0.10071408,2.4859999999999998
Analcime,0.0,0.0,0.0,0.0,0.0,806.500784,0.17942592,3.7310000000000003
Anatacamite,0.0,0.0,0.0,0.0,0.0,981.3588800000001,0.31306290000000003,2.602
Andremeyerite,0.0,0.0,0.0,0.0,0.0,441.4928,0.07846348,4.67
Andrianovite,0.0,0.0,0.0,0.0,0.0,2211.9710379999997,0.23557224,7.794
Angarfite,0.0,0.0,0.0,0.0,0.0,1091.960512,0.15697171999999995,5.774
Angelellite,0.0,0.0,0.0,0.0,0.0,282.61199,0.06720328,3.49
Ankinovichite,0.0,0.0,0.0,0.0,0.0,397.049458,0.06735606999999999,4.893
Annite-(Cs),0.0,0.0,0.0,0.0,0.0,363.664069,0.04489097,6.724
Anorthominasragrite,0.0,0.0,0.0,0.0,0.0,757.6100799999998,0.13453938999999998,4.6739999999999995
Ansermetite,0.0,0.0,0.0,0.0,0.0,189.90831,0.10083569,1.5630000000000002
Antarcticite (Sr),0.0,0.0,0.0,0.0,0.0,155.0715,0.03345530000000001,3.847
Anthoinite,0.0,0.0,0.0,0.0,0.0,1045.358356,0.24653016,3.5189999999999997
Antigorite-M,0.0,0.0,0.0,0.0,0.0,2305.0789999999997,0.8962133999999999,2.135
Antigorite-T,0.0,0.0,0.0,0.0,0.0,4473.4587999999985,1.6468953999999998,2.255
Apatite-(CaCl),0.0,0.0,0.0,0.0,0.0,658.6568619999998,0.0447264,12.222999999999999
Apatite-(CaF),0.0,0.0,0.0,0.0,0.0,178.126365,0.044858800000000004,3.2960000000000003
Apatite-(CaOH),0.0,0.0,0.0,0.0,0.0,349.788242,0.056062400000000005,5.178999999999999
Apatite-(SrCl),0.0,0.0,0.0,0.0,0.0,753.740862,0.044741199999999995,13.982999999999999
Apatite-(SrF),0.0,0.0,0.0,0.0,0.0,737.286565,0.04491319999999999,13.625
Apatite-(SrOH),0.0,0.0,0.0,0.0,0.0,271.219962,0.03368959999999999,6.682
Apexite,0.0,0.0,0.0,0.0,0.0,3678.5481,0.4934374999999999,6.188
Apjohnite,0.0,0.0,0.0,0.0,0.0,1035.033688,0.9188111799999998,0.935
Aplowite,0.0,0.0,0.0,0.0,0.0,218.9944,0.08959102,2.029
Apophyllite-(KF),0.0,0.0,0.0,0.0,0.0,209.281023,0.1008957,1.722
Apuanite,0.0,0.0,0.0,0.0,0.0,647.43619,0.04488033,11.972999999999999
Arakiite,0.0,0.0,0.0,0.0,0.0,1856.032359,0.12382218,12.440999999999999
Arangasite,0.0,0.0,0.0,0.0,0.0,279.093104,0.23530538999999995,0.9840000000000001
Aravaipaite,0.0,0.0,0.0,0.0,0.0,1005.423046,0.12331244,6.767
Ardealite,0.0,0.0,0.0,0.0,0.0,406.290724,0.08975860000000001,3.7569999999999997
Ardennite-(As),0.0,0.0,0.0,0.0,0.0,788.3469769999999,0.16816840999999993,3.891
Argandite,0.0,0.0,0.0,0.0,0.0,477.64225,0.13445884,2.948
Argentojarosite,0.0,0.0,0.0,0.0,0.0,271.768879,0.04484178,5.03
Argesite,0.0,0.0,0.0,0.0,0.0,1393.1103899999996,0.2339901,4.942
Argon,0.0,0.0,0.0,0.0,0.0,39.948,0.022392,1.4809999999999999
Aristarainite,0.0,0.0,0.0,0.0,0.0,680.905028,0.23532524,2.4019999999999997
Armangite,0.0,0.0,0.0,0.0,0.0,671.46002,0.11204136,4.974
Armbrusterite,0.0,0.0,0.0,0.0,0.0,1519.286336,0.26946820000000005,4.68
Armenite,0.0,0.0,0.0,0.0,0.0,1571.640556,0.34738181,3.755
Armstrongite,0.0,0.0,0.0,0.0,0.0,591.8353999999998,0.1792845,2.74
Arrojadite,0.0,0.0,0.0,0.0,0.0,1503.359842,0.28039489,4.45
Arrojadite-(BaFe),0.0,0.0,0.0,0.0,0.0,1991.900645,0.29168451,5.667999999999999
Arrojadite-(KFe),0.0,0.0,0.0,0.0,0.0,1450.9335740000001,0.30272328,3.978
Arrojadite-(KNa),0.0,0.0,0.0,0.0,0.0,2754.630123,0.56060395,4.078
Arrojadite-(SrFe),0.0,0.0,0.0,0.0,0.0,4643.869759,0.5494816800000001,7.015
Arsenbrackebuschite,0.0,0.0,0.0,0.0,0.0,816.49958,0.06729105,10.071
Arsendescloizite,0.0,0.0,0.0,0.0,0.0,428.51653,0.06723056,5.29
Arseniopleite,0.0,0.0,0.0,0.0,0.0,866.4522159999998,0.06736889,10.675
Arsenoflorencite-(La),0.0,0.0,0.0,0.0,0.0,376.636191,0.02247978,13.905999999999999
Arsenohopeite,0.0,0.0,0.0,0.0,0.0,960.341,0.08971251000000001,8.885
Arsenstruvite,0.0,0.0,0.0,0.0,0.0,906.6709300000001,0.15695029999999996,4.795
Arsentsumebite,0.0,0.0,0.0,0.0,0.0,804.9255800000002,0.06729669,9.927999999999999
Arupite,0.0,0.0,0.0,0.0,0.0,232.38932200000002,0.10085018,1.913
Asbecasite,0.0,0.0,0.0,0.0,0.0,263.97487,0.04485058,4.885
Ashcroftine-(Y),0.0,0.0,0.0,0.0,0.0,1352.201172,0.16846650999999996,6.662000000000001
Atelestite,0.0,0.0,0.0,0.0,0.0,589.88733,0.0560539,8.735
Atencioite,0.0,0.0,0.0,0.0,0.0,1144.981795,0.17943945999999994,5.296
Attakolite,0.0,0.0,0.0,0.0,0.0,451.036112,0.19048732999999995,1.965
Auriacusite,0.0,0.0,0.0,0.0,0.0,337.85759000000013,0.05601437,5.006
Averievite,0.0,0.0,0.0,0.0,0.0,586.5147999999998,0.08928813000000001,5.452000000000001
Axinite-(Fe),0.0,0.0,0.0,0.0,0.0,747.929118,0.19051746,3.258
Axinite-(Mg),0.0,0.0,0.0,0.0,0.0,751.3891179999998,0.19051484,3.2739999999999996
Axinite-(Mn),0.0,0.0,0.0,0.0,0.0,815.0842279999998,0.16813279999999994,4.024
Bafertisite,0.0,0.0,0.0,0.0,0.0,1337.2351999999996,0.20186895,5.497999999999999
Baghdadite,0.0,0.0,0.0,0.0,0.0,459.5036,0.1008905,3.78
Bahianite,0.0,0.0,0.0,0.0,0.0,489.174078,0.05605056,7.244
Bairdite,0.0,0.0,0.0,0.0,0.0,1087.3756,0.10090588,8.943999999999999
Bakhchisaraitsevite,0.0,0.0,0.0,0.0,0.0,2313.4720239999997,0.35879345,5.352
Baliczunicite,0.0,0.0,0.0,0.0,0.0,1878.26202,0.30251880000000003,5.153
Balipholite,0.0,0.0,0.0,0.0,0.0,334.625521,0.06729418000000001,4.127
Balliranoite,0.0,0.0,0.0,0.0,0.0,586.598975,0.08953461,5.438
Balyakinite,0.0,0.0,0.0,0.0,0.0,382.7436,0.04483189,7.086
Bamfordite,0.0,0.0,0.0,0.0,0.0,407.721,0.11198575,3.022
Bandylite,0.0,0.0,0.0,0.0,0.0,126.8177,0.01105948,9.517999999999999
Bannermanite,0.0,0.0,0.0,0.0,0.0,303.80946800000004,0.08961682,2.8139999999999996
Bannisterite,0.0,0.0,0.0,0.0,0.0,3622.575456,0.42651686,7.05
Baratovite,0.0,0.0,0.0,0.0,0.0,736.672903,0.21298850000000003,2.8710000000000004
Barberiite,0.0,0.0,0.0,0.0,0.0,67.806209,0.03361039,1.6740000000000002
Barbertonite,0.0,0.0,0.0,0.0,0.0,143.32224,0.044837229999999985,2.653
Barbosalite,0.0,0.0,0.0,0.0,0.0,223.672702,0.06722118,2.762
Barentsite,0.0,0.0,0.0,0.0,0.0,300.953525,0.10092961,2.475
Baricite,0.0,0.0,0.0,0.0,0.0,610.9877220000002,0.07850628,6.46
Bario-olgite,0.0,0.0,0.0,0.0,0.0,726.772728,0.0450876,13.379000000000001
Barioferrite,0.0,0.0,0.0,0.0,0.0,496.559,0.05605455,7.353
Bariomicrolite,0.0,0.0,0.0,0.0,0.0,350.2737,0.022442,12.955
Barioperovskite,0.0,0.0,0.0,0.0,0.0,217.2058,0.0224417,8.033
Bariopharmacoalumite,0.0,0.0,0.0,0.0,0.0,1081.401475,0.10114454,8.874
Bariopharmacosiderite,0.0,0.0,0.0,0.0,0.0,486.04116,0.03379088000000001,11.939
Bariopyrochlore,0.0,0.0,0.0,0.0,0.0,262.23218,0.0224419,9.698
Bariosincosite,0.0,0.0,0.0,0.0,0.0,533.211524,0.11212178,3.947
Barite,0.0,0.0,0.0,0.0,0.0,217.3912,0.0336435,5.3629999999999995
Barlowite,0.0,0.0,0.0,0.0,0.0,278.454443,0.04467778,5.172999999999999
Barnesite,0.0,0.0,0.0,0.0,0.0,361.902468,0.08966072,3.35
Barroisite,0.0,0.0,0.0,0.0,0.0,307.83470699999987,0.06730589000000001,3.7960000000000003
Bartelkeite,0.0,0.0,0.0,0.0,0.0,674.11988,0.07846214,7.131
Barylite,0.0,0.0,0.0,0.0,0.0,323.51816,0.07844506,3.423
Barysilite,0.0,0.0,0.0,0.0,0.0,601.49915,0.04486595,11.127
Barytolamprophyllite,0.0,0.0,0.0,0.0,0.0,626.8670860000001,0.05617974,9.261000000000001
Bassoite,0.0,0.0,0.0,0.0,0.0,307.5456,0.04488798,5.687
Bastnasite-(Ce),0.0,0.0,0.0,0.0,0.0,222.121606,0.04482221,4.113
Bastnasite-(La),0.0,0.0,0.0,0.0,0.0,333.016706,0.033643499999999986,8.216000000000001
Batiferrite,0.0,0.0,0.0,0.0,0.0,814.942068,0.05622055,12.030999999999999
Batisite,0.0,0.0,0.0,0.0,0.0,673.442416,0.06740869000000001,8.292
Batisivite,0.0,0.0,0.0,0.0,0.0,1793.3562000000004,0.17944775999999998,8.295
Bavenite,0.0,0.0,0.0,0.0,0.0,393.503707,0.11210395,2.9130000000000003
Bayerite,0.0,0.0,0.0,0.0,0.0,156.007118,0.13445598,0.963
Baylissite,0.0,0.0,0.0,0.0,0.0,159.4425,0.033689010000000005,3.928
Bazhenovite,0.0,0.0,0.0,0.0,0.0,426.626,0.21301420000000001,1.662
Bazirite,0.0,0.0,0.0,0.0,0.0,336.5153,0.0224678,12.431
Bearsite,0.0,0.0,0.0,0.0,0.0,246.01155000000003,0.04489686,4.548
Bearthite,0.0,0.0,0.0,0.0,0.0,282.089463,0.06728979000000003,3.4789999999999996
Beaverite,0.0,0.0,0.0,0.0,0.0,344.1198,0.02245179,12.720999999999998
Beaverite-(Cu),0.0,0.0,0.0,0.0,0.0,344.1198,0.02245179,12.720999999999998
Bechererite,0.0,0.0,0.0,0.0,0.0,469.73786,0.14566913999999995,2.676
Bederite,0.0,0.0,0.0,0.0,0.0,878.5028729999998,0.16818532999999994,4.335
Behierite,0.0,0.0,0.0,0.0,0.0,119.71678,0.01121119,8.863
Behoite,0.0,0.0,0.0,0.0,0.0,41.010979999999996,0.02239688,1.52
Behounekite,0.0,0.0,0.0,0.0,0.0,386.1224600000001,0.1232409,2.6
Belakovskiite,0.0,0.0,0.0,0.0,0.0,1007.332444,0.2354909,3.55
Belendorffite,0.0,0.0,0.0,0.0,0.0,367.82194,0.0560674,5.445
Belkovite,0.0,0.0,0.0,0.0,0.0,338.31588,0.056042,5.011
Bellbergite,0.0,0.0,0.0,0.0,0.0,487.08037800000005,0.05624498,7.188
Bellingerite,0.0,0.0,0.0,0.0,0.0,669.8150099999998,0.10087328,5.511
Belloite,0.0,0.0,0.0,0.0,0.0,116.00604,0.03344309,2.8789999999999996
Belovite-(Ce),0.0,0.0,0.0,0.0,0.0,400.147233,0.067111,4.949
Bementite,0.0,0.0,0.0,0.0,0.0,1897.06915,0.5152714499999999,3.056
Bendadaite,0.0,0.0,0.0,0.0,0.0,361.606391,0.13447626999999995,2.2319999999999998
Benyacarite,0.0,0.0,0.0,0.0,0.0,717.808556,0.31381242,1.899
Berdesinskiite,0.0,0.0,0.0,0.0,0.0,301.043839,0.0336465,7.426
Bergslagite,0.0,0.0,0.0,0.0,0.0,205.01737000000003,0.04484588,3.7939999999999996
Bermanite,0.0,0.0,0.0,0.0,0.0,460.832874,0.08973205,4.263
Bertossaite,0.0,0.0,0.0,0.0,0.0,325.870047,0.10095929,2.679
Beshtauite,0.0,0.0,0.0,0.0,0.0,534.2619,0.2241153,1.979
Beta - fergusonite-(Ce),0.0,0.0,0.0,0.0,0.0,265.02018,0.0224237,9.81
Beta - fergusonite-(Y),0.0,0.0,0.0,0.0,0.0,213.81103,0.0224227,7.914
Beta-diopside,0.0,0.0,0.0,0.0,0.0,216.5504,0.06724010000000001,2.673
Beta-roselite,0.0,0.0,0.0,0.0,0.0,280.25067,0.07845962,2.965
Betalomonosovite,0.0,0.0,0.0,0.0,0.0,945.7481,0.25785339999999995,3.0439999999999996
Betpakdalite-CaCa,0.0,0.0,0.0,0.0,0.0,1437.19669,0.13466162,8.857999999999999
Betpakdalite-CaMg,0.0,0.0,0.0,0.0,0.0,969.981158,0.13468696999999996,5.977
Beusite,0.0,0.0,0.0,0.0,0.0,541.285824,0.08967994,5.01
Beyerite,0.0,0.0,0.0,0.0,0.0,309.06757000000005,0.03364061,7.625
Biachellaite,0.0,0.0,0.0,0.0,0.0,9306.050516,1.9622087,3.9360000000000004
Bianchite,0.0,0.0,0.0,0.0,0.0,334.9336,0.04492672,6.188
Bieberite,0.0,0.0,0.0,0.0,0.0,341.9252,0.13438164,2.112
Bigcreekite,0.0,0.0,0.0,0.0,0.0,267.4557,0.03369319999999999,6.5889999999999995
Bikitaite,0.0,0.0,0.0,0.0,0.0,408.210438,0.20167838,1.68
Bindheimite,0.0,0.0,0.0,0.0,0.0,360.9588,0.0224285,13.357999999999999
Biphosphammite,0.0,0.0,0.0,0.0,0.0,62.995782,0.04483,1.166
Biraite-(Ce),0.0,0.0,0.0,0.0,0.0,2156.321916,0.22435935,7.977
Birchite,0.0,0.0,0.0,0.0,0.0,405.037562,0.07847949,4.284
Biringuccite,0.0,0.0,0.0,0.0,0.0,861.7859119999999,0.2689462,2.66
Bismoclite,0.0,0.0,0.0,0.0,0.0,260.43247,0.0222474,9.716000000000001
Bismutoferrite,0.0,0.0,0.0,0.0,0.0,389.91787,0.056038589999999985,5.775
Bjarebyite,0.0,0.0,0.0,0.0,0.0,594.977913,0.07855283,6.287000000000001
Blatterite,0.0,0.0,0.0,0.0,0.0,2274.723978,0.3586231999999999,5.265
Bluebellite,0.0,0.0,0.0,0.0,0.0,373.47792999999996,0.11188988,2.77
Bluelizardite,0.0,0.0,0.0,0.0,0.0,925.682904,0.2912545,2.638
Blythite,0.0,0.0,0.0,0.0,0.0,153.96099999999996,0.011222799999999998,11.386
Bobdownsite,0.0,0.0,0.0,0.0,0.0,475.41659000000004,0.11215369,3.5180000000000002
Bobjonesite,0.0,0.0,0.0,0.0,0.0,217.05034,0.15685274,1.149
Bobkingite,0.0,0.0,0.0,0.0,0.0,295.12772,0.07828727,3.1289999999999996
Bobmeyerite,0.0,0.0,0.0,0.0,0.0,916.912639,0.07844888,9.701
Bobtraillite,0.0,0.0,0.0,0.0,0.0,666.2163360000002,0.13454968999999994,4.11
Boggildite,0.0,0.0,0.0,0.0,0.0,568.121142,0.14576317,3.235
Boggsite,0.0,0.0,0.0,0.0,0.0,688.7320000000002,0.2800503,2.041
Bohmite,0.0,0.0,0.0,0.0,0.0,59.988939,0.01122399,4.436
Bonattite,0.0,0.0,0.0,0.0,0.0,213.65544,0.14565548999999994,1.217
Bonshtedtite,0.0,0.0,0.0,0.0,0.0,240.807698,0.067253,2.972
Boralsilite,0.0,0.0,0.0,0.0,0.0,528.276773,0.16805168999999998,2.609
Borcarite,0.0,0.0,0.0,0.0,0.0,196.0296,0.04487399,3.6260000000000003
Bornemanite,0.0,0.0,0.0,0.0,0.0,1277.307418,0.2466795,4.298
Boromullite,0.0,0.0,0.0,0.0,0.0,329.88489500000003,0.08964654,3.054
Boromuscovite,0.0,0.0,0.0,0.0,0.0,169.982539,0.03367818,4.189
Bottinoite,0.0,0.0,0.0,0.0,0.0,1667.4452,0.40321478,3.432
Bouazzerite,0.0,0.0,0.0,0.0,0.0,3377.5634200000004,0.47136435,5.947
Boyleite,0.0,0.0,0.0,0.0,0.0,233.51472,0.17927356,1.081
Bracewellite,0.0,0.0,0.0,0.0,0.0,85.00349999999997,0.01122123,6.287000000000001
Brackebuschite,0.0,0.0,0.0,0.0,0.0,955.3049699999999,0.08968508,8.841000000000001
Bradaczekite,0.0,0.0,0.0,0.0,0.0,459.46734800000013,0.06724727000000001,5.671
Braithwaiteite,0.0,0.0,0.0,0.0,0.0,1793.642198,0.24662526,6.0360000000000005
Brandtite,0.0,0.0,0.0,0.0,0.0,251.95023999999998,0.04484835,4.663
Brannerite,0.0,0.0,0.0,0.0,0.0,333.9071,0.0336111,8.246
Brannockite,0.0,0.0,0.0,0.0,0.0,240.833,0.033675000000000004,5.936
Bredigite,0.0,0.0,0.0,0.0,0.0,1009.0745,0.17948739999999996,4.666
Brenkite,0.0,0.0,0.0,0.0,0.0,103.086203,0.03362521,2.545
Brewsterite-Ba,0.0,0.0,0.0,0.0,0.0,876.5742069999999,0.10110489,7.196000000000001
Brewsterite-Sr,0.0,0.0,0.0,0.0,0.0,642.2454389999999,0.10102219,5.277
Brianroulstonite,0.0,0.0,0.0,0.0,0.0,604.3668,0.08960565000000001,5.598
Britholite,0.0,0.0,0.0,0.0,0.0,1212.445943,0.15700479999999994,6.41
Britholite-(Ce),0.0,0.0,0.0,0.0,0.0,1213.2207030000004,0.14584229999999998,6.905
Britholite-(Gd),0.0,0.0,0.0,0.0,0.0,1212.445943,0.15700479999999994,6.41
Britholite-(La),0.0,0.0,0.0,0.0,0.0,1120.723443,0.15701829999999994,5.9239999999999995
Britholite-(Y),0.0,0.0,0.0,0.0,0.0,1361.8419529999999,0.14581299999999994,7.752000000000001
Britvinite,0.0,0.0,0.0,0.0,0.0,4969.650406000001,0.34761068999999994,11.866
Brizziite,0.0,0.0,0.0,0.0,0.0,160.749168,0.011237999999999998,11.872
Bromcarnallite,0.0,0.0,0.0,0.0,0.0,496.5699,0.06686020000000001,6.164
Brontesite,0.0,0.0,0.0,0.0,0.0,856.9378999999999,0.1452315,4.897
Bruggenite,0.0,0.0,0.0,0.0,0.0,407.89862,0.10086929999999998,3.3560000000000003
Brunogeierite,0.0,0.0,0.0,0.0,0.0,144.4564,0.01121669,10.689
Buchwaldite,0.0,0.0,0.0,0.0,0.0,474.11739000000006,0.1345521,2.925
Burangaite,0.0,0.0,0.0,0.0,0.0,418.761409,0.19049686,1.825
Burgessite,0.0,0.0,0.0,0.0,0.0,252.90655000000004,0.10087572,2.081
Burkeite,0.0,0.0,0.0,0.0,0.0,257.108104,0.07848150999999999,2.719
Burnsite,0.0,0.0,0.0,0.0,0.0,460.4655,0.04454128,8.58
Burovaite-Ca,0.0,0.0,0.0,0.0,0.0,800.757328,0.08989461,7.393
Burpalite,0.0,0.0,0.0,0.0,0.0,383.445142,0.1008877,3.155
Bushmakinite,0.0,0.0,0.0,0.0,0.0,782.817063,0.06729725,9.655
Bussenite,0.0,0.0,0.0,0.0,0.0,1346.735876,0.14599232999999995,7.657
Bussyite-(Ce),0.0,0.0,0.0,0.0,0.0,2189.737516,0.19089286999999994,9.521
Butlerite,0.0,0.0,0.0,0.0,0.0,169.9272,0.03364749,4.192
Butschliite,0.0,0.0,0.0,0.0,0.0,107.1867,0.01127291,7.892
Buttgenbachite,0.0,0.0,0.0,0.0,0.0,476.59524000000005,0.05560136,7.114
Byelorussite-(Ce),0.0,0.0,0.0,0.0,0.0,1290.8121210000004,0.16831379999999993,6.365
Byrudite,0.0,0.0,0.0,0.0,0.0,270.65278,0.044826759999999986,5.011
Bystromite,0.0,0.0,0.0,0.0,0.0,178.0638,0.022424200000000002,6.591
Bytownite,0.0,0.0,0.0,0.0,0.0,893.730745,0.17948942999999998,4.133
Calcio-olivine,0.0,0.0,0.0,0.0,0.0,156.2397,0.0336519,3.8539999999999996
Calcioandyrobertsite,0.0,0.0,0.0,0.0,0.0,753.1420700000001,0.11213526,5.575
Calcioaravaipaite,0.0,0.0,0.0,0.0,0.0,485.323166,0.10089809,3.992
Calciocatapleiite,0.0,0.0,0.0,0.0,0.0,325.56328,0.089686,3.013
Calciodelrioite,0.0,0.0,0.0,0.0,0.0,1069.00092,0.15697007999999996,5.652
Calcioferrite,0.0,0.0,0.0,0.0,0.0,940.431102,0.13464436,5.797000000000001
Calciohilairite,0.0,0.0,0.0,0.0,0.0,248.39046800000003,0.033681800000000005,6.121
Calciolangbeinite,0.0,0.0,0.0,0.0,0.0,303.0262,0.0449716,5.593
Calcioolivine,0.0,0.0,0.0,0.0,0.0,156.2397,0.0336519,3.8539999999999996
Calciotantite,0.0,0.0,0.0,0.0,0.0,565.868148,0.0336703,13.949000000000002
Calcirtite,0.0,0.0,0.0,0.0,0.0,390.481,0.056070399999999986,5.78
Calcium catapleiite,0.0,0.0,0.0,0.0,0.0,325.56328,0.089686,3.013
Calclacite,0.0,0.0,0.0,0.0,0.0,221.6265,0.03354852,5.483
Calcybeborosilite-(Y),0.0,0.0,0.0,0.0,0.0,524.7975799999999,0.05610051,7.763999999999999
Calderonite,0.0,0.0,0.0,0.0,0.0,685.1344,0.06725437000000001,8.455
Callaghanite,0.0,0.0,0.0,0.0,0.0,200.8998,0.022490400000000004,7.414
Calzirtite,0.0,0.0,0.0,0.0,0.0,888.0264,0.17927899999999994,4.111000000000001
Camaraite,0.0,0.0,0.0,0.0,0.0,3301.2198719999997,0.8963744,3.057
Caminite,0.0,0.0,0.0,0.0,0.0,89.37774,0.0336324,2.206
Canaphite,0.0,0.0,0.0,0.0,0.0,328.03286,0.0785515,3.466
Cancrisilite,0.0,0.0,0.0,0.0,0.0,292.095743,0.06732141999999999,3.6010000000000004
Cannonite,0.0,0.0,0.0,0.0,0.0,564.0397399999998,0.0560752,8.349
Canutite,0.0,0.0,0.0,0.0,0.0,550.802588,0.07849241000000001,5.824
Caoxite,0.0,0.0,0.0,0.0,0.0,182.14344,0.14566852,1.038
Cappelenite-(Y),0.0,0.0,0.0,0.0,0.0,530.838206,0.11207178,3.931
