Name,Crystal Structure,Diaphaneity,Specific Gravity,Optical,Refractive Index,Molar Mass,Molar Volume,Calculated Density
Phase H,0.0,0.0,0.0,0.0,0.0,69.39784,0.0224321,2.568
Phase-A,0.0,0.0,0.0,0.0,0.0,227.09828,0.0896622,2.102
Phase-B,0.0,0.0,0.0,0.0,0.0,252.386403,0.0672622,3.114
Phase-B-anhydrous,0.0,0.0,0.0,0.0,0.0,709.1631,0.10092684,5.832000000000001
Phase-B-superfluorous,0.0,0.0,0.0,0.0,0.0,252.386403,0.0672622,3.114
Phase-B-superhydrous,0.0,0.0,0.0,0.0,0.0,250.39534,0.07846619999999999,2.6489999999999996
Phase-E,0.0,0.0,0.0,0.0,0.0,109.7029,0.0112541,8.091000000000001
Phase-F,0.0,0.0,0.0,0.0,0.0,329.7306,0.0449126,6.093999999999999
Phase-X,0.0,0.0,0.0,0.0,0.0,124.49553999999999,0.033673800000000004,3.069
Phaunouxite,0.0,0.0,0.0,0.0,0.0,596.23738,0.08986989999999999,5.507000000000001
Phengite,0.0,0.0,0.0,0.0,0.0,424.240025,0.07854136,4.4830000000000005
Phengite-2M1,0.0,0.0,0.0,0.0,0.0,424.240025,0.07854136,4.4830000000000005
Phengite-3T,0.0,0.0,0.0,0.0,0.0,579.253564,0.07858304,6.117999999999999
Philipsbornite,0.0,0.0,0.0,0.0,0.0,463.03026900000003,0.04488088,8.562999999999999
Phillipsite,0.0,0.0,0.0,0.0,0.0,635.680124,0.10110936000000002,5.218
Phillipsite-Ca,0.0,0.0,0.0,0.0,0.0,533.514056,0.10101396,4.3839999999999995
Phillipsite-K,0.0,0.0,0.0,0.0,0.0,635.680124,0.10110936000000002,5.218
Phillipsite-Na,0.0,0.0,0.0,0.0,0.0,591.444992,0.11226766,4.373
Philolithite,0.0,0.0,0.0,0.0,0.0,837.3662499999998,0.07835035999999998,8.871
Phlogopite-1M,0.0,0.0,0.0,0.0,0.0,628.5902990000001,0.04500881,11.592
Phlogopite-2O,0.0,0.0,0.0,0.0,0.0,375.34505,0.06735577000000001,4.625
Phosinaite-(Ce),0.0,0.0,0.0,0.0,0.0,1480.3183359999996,0.15718064999999998,7.817
Phosphammite,0.0,0.0,0.0,0.0,0.0,132.056302,0.16808499999999998,0.652
Phosphoellenbergerite,0.0,0.0,0.0,0.0,0.0,367.789816,0.06733740999999999,4.533
Phosphoferrite,0.0,0.0,0.0,0.0,0.0,577.369182,0.07846428,6.107
Phosphohedyphane,0.0,0.0,0.0,0.0,0.0,643.824252,0.044710599999999996,11.952
Phosphosiderite,0.0,0.0,0.0,0.0,0.0,186.848922,0.11204009,1.3840000000000001
Phosphovanadylite-Ba,0.0,0.0,0.0,0.0,0.0,479.547201,0.06728953,5.915
Phuralumite,0.0,0.0,0.0,0.0,0.0,1309.979302,0.33597147999999993,3.236
Phurcalite,0.0,0.0,0.0,0.0,0.0,1224.176424,0.25763129999999995,3.944
Phyllotungstite-Pb,0.0,0.0,0.0,0.0,0.0,1564.4400300000002,0.10108322000000003,12.845999999999998
Picromerite,0.0,0.0,0.0,0.0,0.0,213.51273999999998,0.14570809999999998,1.216
Pieczkaite,0.0,0.0,0.0,0.0,0.0,241.308762,0.0446677,4.484
Piemontite-(Pb),0.0,0.0,0.0,0.0,0.0,780.1911069999999,0.1233279,5.251
Piergorite-(Ce),0.0,0.0,0.0,0.0,0.0,1759.2464220000004,0.21311331999999994,6.852
Pinakiolite,0.0,0.0,0.0,0.0,0.0,522.4363999999998,0.08966927,4.836
Pirssonite,0.0,0.0,0.0,0.0,0.0,141.09224799999996,0.06725901,1.7409999999999999
Pitiglianoite,0.0,0.0,0.0,0.0,0.0,732.513957,0.17949946999999994,3.387
Plazolite,0.0,0.0,0.0,0.0,0.0,111.14443899999999,0.01124399,8.204
Plimerite,0.0,0.0,0.0,0.0,0.0,452.881063,0.056108419999999985,6.699
Plombierite,0.0,0.0,0.0,0.0,0.0,439.5687,0.08979000000000001,4.063
Plumboferrite,0.0,0.0,0.0,0.0,0.0,717.785,0.05604495999999999,10.63
Plumbojarosite,0.0,0.0,0.0,0.0,0.0,671.4895799999998,0.08971818999999999,6.212000000000001
Plumbonacrite,0.0,0.0,0.0,0.0,0.0,1465.2661999999998,0.08974034999999997,13.552
Plumbophyllite,0.0,0.0,0.0,0.0,0.0,361.38300000000004,0.056040499999999986,5.352
Plumboselite,0.0,0.0,0.0,0.0,0.0,541.3582,0.033641000000000004,13.357000000000001
Podlesnoite,0.0,0.0,0.0,0.0,0.0,240.41320299999998,0.03366431,5.9270000000000005
Poitevinite,0.0,0.0,0.0,0.0,0.0,241.17060000000004,0.04483258,4.465
Pokrovskite,0.0,0.0,0.0,0.0,0.0,142.6352,0.03365731,3.517
Poldervaartite,0.0,0.0,0.0,0.0,0.0,190.25438,0.07846389999999999,2.013
Polylithionite,0.0,0.0,0.0,0.0,0.0,738.629768,0.07872651000000001,7.787000000000001
Polyphite,0.0,0.0,0.0,0.0,0.0,1854.31357,0.2581775399999999,5.961
Ponomarevite,0.0,0.0,0.0,0.0,0.0,434.00420000000014,0.07748158000000001,4.649
Popovite,0.0,0.0,0.0,0.0,0.0,624.73409,0.05606659,9.248
Poppiite,0.0,0.0,0.0,0.0,0.0,1623.862916,0.1682140299999999,8.012
Postite,0.0,0.0,0.0,0.0,0.0,3716.4960189999997,0.45967804,6.711
Potassic-arfvedsonite,0.0,0.0,0.0,0.0,0.0,741.0817969999998,0.10099879,6.09
Potassic-chlorohastingsite,0.0,0.0,0.0,0.0,0.0,831.2569530000002,0.10099825,6.831
Potassic-ferri-ferrorichterite,0.0,0.0,0.0,0.0,0.0,438.881808,0.08972287,4.06
Potassic-ferro-ferri-sadanagai,0.0,0.0,0.0,0.0,0.0,896.9739959999997,0.1011008,7.364
Potassic-ferro-pargasite,0.0,0.0,0.0,0.0,0.0,1152.127184,0.08990616,10.636
Potassic-ferro-taramite,0.0,0.0,0.0,0.0,0.0,903.13284,0.08996578000000001,8.332
Potassic-fluoro-hastingsite,0.0,0.0,0.0,0.0,0.0,639.936881,0.08982465000000002,5.912999999999999
Potassic-fluoro-pargasite,0.0,0.0,0.0,0.0,0.0,1014.815014,0.10123858,8.32
Potassic-pargasite,0.0,0.0,0.0,0.0,0.0,910.420802,0.08994992,8.401
Poughite,0.0,0.0,0.0,0.0,0.0,612.9989999999998,0.11208537999999997,4.539
Preisingerite,0.0,0.0,0.0,0.0,0.0,936.7782900000001,0.1120504,6.939
Preiswerkite,0.0,0.0,0.0,0.0,0.0,245.635425,0.056087869999999984,3.635
Preobrazhenskite,0.0,0.0,0.0,0.0,0.0,310.5085,0.19045634,1.3530000000000002
Prewittite,0.0,0.0,0.0,0.0,0.0,1266.8431,0.12218301,8.606
Priceite,0.0,0.0,0.0,0.0,0.0,517.09938,0.2129053,2.016
Priderite,0.0,0.0,0.0,0.0,0.0,359.445868,0.02253229,13.241
Pringleite,0.0,0.0,0.0,0.0,0.0,6147.91918,0.80638844,6.327999999999999
Probertite,0.0,0.0,0.0,0.0,0.0,351.19376800000003,0.2689156500000001,1.084
Propane-ethanol-methane-hydrat,0.0,0.0,0.0,0.0,0.0,104.10572,0.12328924,0.701
Propane-hydrate,0.0,0.0,0.0,0.0,0.0,91.08678,0.11207393,0.675
Proshchenkoite-(Y),0.0,0.0,0.0,0.0,0.0,2368.9152350000004,0.16842127999999995,11.674000000000001
Prosopite,0.0,0.0,0.0,0.0,0.0,166.053884,0.02248588,6.129
Prosperite,0.0,0.0,0.0,0.0,0.0,466.71137999999996,0.08965642,4.321000000000001
Protasite,0.0,0.0,0.0,0.0,0.0,1075.4053,0.15682059999999998,5.692
Protoenstatite,0.0,0.0,0.0,0.0,0.0,124.6937,0.0336281,3.0780000000000003
Protoferro-anthophyllite,0.0,0.0,0.0,0.0,0.0,471.80645,0.06726791000000001,5.821000000000001
Protolithionite,0.0,0.0,0.0,0.0,0.0,786.990038,0.06747468999999999,9.681000000000001
Protomangano-ferro-anthophylli,0.0,0.0,0.0,0.0,0.0,520.41645,0.06729591000000001,6.419
Protopyroxene,0.0,0.0,0.0,0.0,0.0,252.67431,0.0672563,3.1180000000000003
Pseudojohannite,0.0,0.0,0.0,0.0,0.0,920.3078000000003,0.11214158,6.812
Pseudolaueite,0.0,0.0,0.0,0.0,0.0,294.82441200000005,0.044905440000000005,5.449
Pseudolyonsite,0.0,0.0,0.0,0.0,0.0,242.0311,0.04480652,4.4830000000000005
Pseudorutile,0.0,0.0,0.0,0.0,0.0,1167.7131,0.07853993,12.34
Pseudosinhalite,0.0,0.0,0.0,0.0,0.0,221.370557,0.06725236,2.7319999999999998
Pseudowollastonite-4A,0.0,0.0,0.0,0.0,0.0,737.0482000000002,0.2017819,3.032
Pucherite,0.0,0.0,0.0,0.0,0.0,291.92067000000003,0.02242174,10.806
Pumpellyite-(Al),0.0,0.0,0.0,0.0,0.0,629.385539,0.07860298000000003,6.646
Pumpellyite-(Mg),0.0,0.0,0.0,0.0,0.0,913.055999,0.16812241999999994,4.508
Punkaruaivite,0.0,0.0,0.0,0.0,0.0,260.0264,0.0672778,3.208
Pushcharovskite,0.0,0.0,0.0,0.0,0.0,4343.61495,0.47200582,7.638
Pyatenkoite-(Y),0.0,0.0,0.0,0.0,0.0,705.5201460000002,0.07853990000000001,7.456
Pyracmonite,0.0,0.0,0.0,0.0,0.0,320.05854,0.24649289,1.078
Pyroaurite,0.0,0.0,0.0,0.0,0.0,160.19207999999998,0.0560524,2.372
Pyrobelonite,0.0,0.0,0.0,0.0,0.0,378.08509,0.05602799,5.601
Pyrochlore,0.0,0.0,0.0,0.0,0.0,164.98318,0.0224287,6.105
Pyrophanite-ecandrewsite,0.0,0.0,0.0,0.0,0.0,184.20745,0.011223109999999998,13.623
Pyrosmalite-(Fe),0.0,0.0,0.0,0.0,0.0,436.96882,0.12310846,2.946
Pyrosmalite-(Mn),0.0,0.0,0.0,0.0,0.0,398.31199999999995,0.0559095,5.912999999999999
Pyroxene,0.0,0.0,0.0,0.0,0.0,124.6937,0.0336281,3.0780000000000003
Pyroxene-ideal,0.0,0.0,0.0,0.0,0.0,110.006239,0.03362309,2.716
Qandilite,0.0,0.0,0.0,0.0,0.0,112.4894,0.0112346,8.311
Qaqarssukite-(Ce),0.0,0.0,0.0,0.0,0.0,512.775006,0.05609641,7.587000000000001
Qilianshanite,0.0,0.0,0.0,0.0,0.0,204.862336,0.0225573,7.537999999999999
Qingheiite,0.0,0.0,0.0,0.0,0.0,723.0713109999998,0.13455071999999998,4.46
Qingsongite,0.0,0.0,0.0,0.0,0.0,24.81774,0.01120139,1.839
Quadridavyne,0.0,0.0,0.0,0.0,0.0,941.022496,0.18994396,4.112
Quadruphite,0.0,0.0,0.0,0.0,0.0,2556.266702,0.40389368,5.252999999999999
Quartz,0.0,0.0,0.0,0.0,0.0,44.0849,0.0112081,3.265
Queitite,0.0,0.0,0.0,0.0,0.0,1315.8935,0.16808421999999995,6.497999999999999
Quenstedtite,0.0,0.0,0.0,0.0,0.0,598.0498,0.13461338,3.687
Quintinite,0.0,0.0,0.0,0.0,0.0,131.326619,0.0560553,1.945
Raadeite,0.0,0.0,0.0,0.0,0.0,260.220722,0.134481,1.6059999999999999
Radovanite,0.0,0.0,0.0,0.0,0.0,384.25618,0.05605637999999999,5.689
Raite,0.0,0.0,0.0,0.0,0.0,426.95603600000004,0.0673451,5.2620000000000005
Rajite,0.0,0.0,0.0,0.0,0.0,398.74300000000005,0.05602789,5.907
Ramanite-(Rb),0.0,0.0,0.0,0.0,0.0,217.92896,0.11208497,1.614
Ramikite-(Y),0.0,0.0,0.0,0.0,0.0,2896.143060000001,0.7173822399999998,3.3510000000000004
Ramsdellite,0.0,0.0,0.0,0.0,0.0,86.93684999999998,0.02239935,3.221
Rancieite,0.0,0.0,0.0,0.0,0.0,143.01425,0.033621250000000005,3.531
Rankamaite,0.0,0.0,0.0,0.0,0.0,1274.564115,0.11213929,9.434
Rankinite,0.0,0.0,0.0,0.0,0.0,288.4008,0.07847389999999999,3.05
Ransomite,0.0,0.0,0.0,0.0,0.0,365.56520000000006,0.08966898,3.384
Rappoldite,0.0,0.0,0.0,0.0,0.0,730.1673900000001,0.04487814,13.504000000000001
Rauchite,0.0,0.0,0.0,0.0,0.0,612.994052,0.06732919000000001,7.557
Rauenthalite,0.0,0.0,0.0,0.0,0.0,578.2223799999999,0.08985189999999998,5.341
Redledgeite,0.0,0.0,0.0,0.0,0.0,354.5328,0.0224808,13.089
Reedmergnerite,0.0,0.0,0.0,0.0,0.0,246.052468,0.08963249000000001,2.278
Reichenbachite,0.0,0.0,0.0,0.0,0.0,317.608162,0.06721427,3.9219999999999997
Reinhardbraunsite,0.0,0.0,0.0,0.0,0.0,279.296605,0.07849880000000001,2.9530000000000003
Rengeite,0.0,0.0,0.0,0.0,0.0,957.446939,0.12334088,6.443
Reppiaite,0.0,0.0,0.0,0.0,0.0,316.00799,0.03363887,7.797000000000001
Retgersite,0.0,0.0,0.0,0.0,0.0,176.80404,0.12326299,1.1909999999999998
Revdite,0.0,0.0,0.0,0.0,0.0,1128.897512,0.157541,5.9479999999999995
Reyerite,0.0,0.0,0.0,0.0,0.0,620.665423,0.16824158999999994,3.062
Reynoldsite,0.0,0.0,0.0,0.0,0.0,720.2668,0.10082253,5.928999999999999
Rhabdophane-(Ce),0.0,0.0,0.0,0.0,0.0,221.102562,0.0224479,8.175
Rhodesite,0.0,0.0,0.0,0.0,0.0,387.5666,0.0785778,4.093999999999999
Rhodizite,0.0,0.0,0.0,0.0,0.0,227.70834900000003,0.03367796,5.612
Rhodocrosite,0.0,0.0,0.0,0.0,0.0,123.02645,0.01123456,9.089
Rhonite,0.0,0.0,0.0,0.0,0.0,1179.6702340000004,0.22425234,4.3660000000000005
Ribbeite,0.0,0.0,0.0,0.0,0.0,318.99743,0.08964224999999999,2.9539999999999997
Richelsdorfite,0.0,0.0,0.0,0.0,0.0,895.7714700000001,0.12322067,6.034
Richetite,0.0,0.0,0.0,0.0,0.0,14241.839599999998,1.2110609899999998,9.761000000000001
Rimkorolgite,0.0,0.0,0.0,0.0,0.0,782.8574480000001,0.17945709999999998,3.6210000000000004
Rinkite,0.0,0.0,0.0,0.0,0.0,1362.1033160000004,0.2243134,5.04
Rinmanite,0.0,0.0,0.0,0.0,0.0,411.55059,0.0560638,6.093
Rinneite,0.0,0.0,0.0,0.0,0.0,153.387768,0.011106589999999998,11.463
Riomarinaite,0.0,0.0,0.0,0.0,0.0,340.06697,0.04485779999999999,6.292000000000001
Rockbridgeite,0.0,0.0,0.0,0.0,0.0,360.509524,0.05608926999999999,5.335
Rodolicoite,0.0,0.0,0.0,0.0,0.0,118.819562,0.02241609,4.4
Roeblingite,0.0,0.0,0.0,0.0,0.0,610.55565,0.10091805,5.022
Roedderite,0.0,0.0,0.0,0.0,0.0,321.465536,0.033735580000000015,7.909
Rogermitchellite,0.0,0.0,0.0,0.0,0.0,1369.6476040000002,0.24673878,4.607
Roggianite,0.0,0.0,0.0,0.0,0.0,283.292059,0.07850497,2.995
Rokuhnite,0.0,0.0,0.0,0.0,0.0,108.30703999999999,0.03344309,2.688
Rollandite,0.0,0.0,0.0,0.0,0.0,320.05619000000013,0.04486528,5.921
Romarchite,0.0,0.0,0.0,0.0,0.0,134.7094,0.0112122,9.972000000000001
Romerite,0.0,0.0,0.0,0.0,0.0,1604.81236,0.24662183,5.401
Rondorfite,0.0,0.0,0.0,0.0,0.0,298.825939,0.04471298,5.547000000000001
Rongibbsite,0.0,0.0,0.0,0.0,0.0,681.622718,0.10087088,5.609
Ronneburgite,0.0,0.0,0.0,0.0,0.0,291.91574999999995,0.06724573,3.603
Rontgenite-(Ce),0.0,0.0,0.0,0.0,0.0,731.495827,0.13452581,4.513
Rooseveltite,0.0,0.0,0.0,0.0,0.0,347.89956,0.0448185,6.443
Rorisite,0.0,0.0,0.0,0.0,0.0,94.529103,0.0222579,3.525
Roscherite,0.0,0.0,0.0,0.0,0.0,807.4861349999999,0.13464758999999996,4.978
Rosemaryite,0.0,0.0,0.0,0.0,0.0,915.3696679999999,0.13459204,5.645
Rosenbuschite,0.0,0.0,0.0,0.0,0.0,932.47061,0.20181329999999997,3.835
Rosenhahnite,0.0,0.0,0.0,0.0,0.0,366.50038000000006,0.134494,2.262
Rossiantonite,0.0,0.0,0.0,0.0,0.0,4047.2559590000005,0.40367537,8.322000000000001
Rossite,0.0,0.0,0.0,0.0,0.0,310.0174,0.06729058,3.824
Rosslerite,0.0,0.0,0.0,0.0,0.0,315.65203,0.3025571,0.866
Rossmanite,0.0,0.0,0.0,0.0,0.0,776.2771389999999,0.11218806,5.742999999999999
Rouaite,0.0,0.0,0.0,0.0,0.0,240.11896,0.11201718,1.7790000000000001
Roubaultite,0.0,0.0,0.0,0.0,0.0,716.6485,0.16804739999999996,3.54
Roumaite,0.0,0.0,0.0,0.0,0.0,1583.001968,0.2020994,6.501
Rouvilleite,0.0,0.0,0.0,0.0,0.0,710.342207,0.11215847,5.257000000000001
Roweite,0.0,0.0,0.0,0.0,0.0,386.36275,0.04493512,7.1370000000000005
Rruffite,0.0,0.0,0.0,0.0,0.0,260.55847000000006,0.07844609,2.7569999999999997
Ruitenbergite,0.0,0.0,0.0,0.0,0.0,1969.9654,0.42579724,3.84
Rumseyite,0.0,0.0,0.0,0.0,0.0,274.6515,0.0334403,6.817
Rusinovite,0.0,0.0,0.0,0.0,0.0,323.8535,0.0895039,3.003
Rustumite,0.0,0.0,0.0,0.0,0.0,481.1018,0.1119778,3.5660000000000003
Saamite,0.0,0.0,0.0,0.0,0.0,1617.6366389999996,0.20201822,6.646
Sabelliite,0.0,0.0,0.0,0.0,0.0,546.9341200000001,0.06725981,6.749
Sadanagaite,0.0,0.0,0.0,0.0,0.0,773.000346,0.11206859,5.725
Sahamalite-(Ce),0.0,0.0,0.0,0.0,0.0,479.1909,0.06725121,5.914
Sahlinite,0.0,0.0,0.0,0.0,0.0,1756.2209899999998,0.13416119999999998,10.865
Sailaufite,0.0,0.0,0.0,0.0,0.0,1285.742514,0.42586277,2.506
Sainfeldite,0.0,0.0,0.0,0.0,0.0,435.11088,0.16811389999999998,2.148
Sakhaite,0.0,0.0,0.0,0.0,0.0,137.2188,0.022459599999999996,5.071000000000001
Salammoniac,0.0,0.0,0.0,0.0,0.0,50.46738,0.033437,1.253
Salesite,0.0,0.0,0.0,0.0,0.0,239.45661,0.04483079,4.433
Saltonseaite,0.0,0.0,0.0,0.0,0.0,152.478818,0.011106849999999998,11.395
Samfowlerite,0.0,0.0,0.0,0.0,0.0,1220.85574,0.35863253999999994,2.825
Sanderite,0.0,0.0,0.0,0.0,0.0,312.7972,0.0897008,2.8939999999999997
Sanguite,0.0,0.0,0.0,0.0,0.0,209.0024,0.033142790000000005,5.234
Sanidine,0.0,0.0,0.0,0.0,0.0,292.297146,0.05611958,4.323
Sanidine-Ga,0.0,0.0,0.0,0.0,0.0,314.7123,0.0560735,4.658
Sanidine-Ge,0.0,0.0,0.0,0.0,0.0,318.278378,0.05607288,4.711
Sanidine-high,0.0,0.0,0.0,0.0,0.0,229.22937799999997,0.05606988,3.3930000000000002
Sanjuanite,0.0,0.0,0.0,0.0,0.0,424.14104000000003,0.08980138,3.92
Sanmartinite,0.0,0.0,0.0,0.0,0.0,344.7748,0.022417799999999998,12.765
Sanromanite,0.0,0.0,0.0,0.0,0.0,370.29836800000004,0.044867929999999986,6.85
Santaclaraite,0.0,0.0,0.0,0.0,0.0,963.4409099999999,0.22414859999999995,3.568
Santarosaite,0.0,0.0,0.0,0.0,0.0,212.7116,0.04480696,3.94
Sarcolite,0.0,0.0,0.0,0.0,0.0,555.802037,0.17913799999999994,2.575
Sarcopside,0.0,0.0,0.0,0.0,0.0,206.665362,0.04481518,3.8280000000000003
Sardignaite,0.0,0.0,0.0,0.0,0.0,400.91677000000004,0.06720673,4.9510000000000005
Sarmientite,0.0,0.0,0.0,0.0,0.0,453.75979,0.08971968000000001,4.198
Sarrabusite,0.0,0.0,0.0,0.0,0.0,1009.9678,0.08933079,9.384
Sayrite,0.0,0.0,0.0,0.0,0.0,1102.3199,0.08967779999999999,10.202
Sazhinite-(Ce),0.0,0.0,0.0,0.0,0.0,511.46853600000003,0.1121309,3.786
Sazhinite-(La),0.0,0.0,0.0,0.0,0.0,1375.8979539999998,0.12352639999999998,9.245
Sazykinaite-(Y),0.0,0.0,0.0,0.0,0.0,835.842446,0.0785996,8.826
Scacchite,0.0,0.0,0.0,0.0,0.0,90.39075,0.01103735,6.797000000000001
Scandiobabingtonite,0.0,0.0,0.0,0.0,0.0,837.860596,0.15697472999999995,4.43
Scandium-fluor-eckermannite,0.0,0.0,0.0,0.0,0.0,379.972159,0.07852200000000001,4.016
Scapolite,0.0,0.0,0.0,0.0,0.0,515.821446,0.16793529,2.549
Scawtite,0.0,0.0,0.0,0.0,0.0,484.60285999999996,0.20172921,1.994
Schafarzikite,0.0,0.0,0.0,0.0,0.0,209.6058,0.02241729,7.761
Schairerite,0.0,0.0,0.0,0.0,0.0,1211.3981700000004,0.3584732,2.805
Schallerite,0.0,0.0,0.0,0.0,0.0,967.8684800000001,0.16820269999999998,4.776
Schaurteite,0.0,0.0,0.0,0.0,0.0,210.76748000000003,0.0672599,2.6010000000000004
Schertelite,0.0,0.0,0.0,0.0,0.0,288.324924,0.067332,3.554
Scheuchzerite,0.0,0.0,0.0,0.0,0.0,1518.327318,0.32504553,3.877
Schieffelinite,0.0,0.0,0.0,0.0,0.0,1174.9376,0.10100209999999997,9.655
Schindlerite,0.0,0.0,0.0,0.0,0.0,1971.492208,0.33634125,4.865
Schlegelite,0.0,0.0,0.0,0.0,0.0,1533.467984,0.13453314,9.461
Schmitterite,0.0,0.0,0.0,0.0,0.0,429.6265,0.044816899999999986,7.957000000000001
Schneiderhohnite,0.0,0.0,0.0,0.0,0.0,861.8351500000001,0.14564894999999994,4.9110000000000005
Schoenfliesite,0.0,0.0,0.0,0.0,0.0,161.03028,0.0336462,3.972
Scholzite,0.0,0.0,0.0,0.0,0.0,218.454362,0.04485406,4.042
Schoonerite,0.0,0.0,0.0,0.0,0.0,604.9253739999998,0.07858778000000001,6.388999999999999
Schorl,0.0,0.0,0.0,0.0,0.0,811.456197,0.10096642,6.671
Schubnelite,0.0,0.0,0.0,0.0,0.0,188.80138,0.07841543,1.9980000000000002
Schuetteite,0.0,0.0,0.0,0.0,0.0,513.243,0.056025999999999986,7.603
Schullerite,0.0,0.0,0.0,0.0,0.0,1457.649008,0.2019328,5.9910000000000005
Schultenite,0.0,0.0,0.0,0.0,0.0,315.12833,0.0336334,7.777
Sclarite,0.0,0.0,0.0,0.0,0.0,406.6059,0.14565995,2.3169999999999997
Scotlandite,0.0,0.0,0.0,0.0,0.0,271.2648,0.0224267,10.039
Scottyite,0.0,0.0,0.0,0.0,0.0,292.9561,0.04484229,5.422000000000001
Seelite,0.0,0.0,0.0,0.0,0.0,453.28249,0.056055600000000004,6.712000000000001
Seidite-(Ce),0.0,0.0,0.0,0.0,0.0,2138.075619,0.13495213999999994,13.15
Sejkoraite-(Y),0.0,0.0,0.0,0.0,0.0,3570.07875,0.4485523,6.606
Semenovite-(Ce),0.0,0.0,0.0,0.0,0.0,1151.569595,0.14591189999999998,6.551
Senaite,0.0,0.0,0.0,0.0,0.0,629.46785,0.07844363,6.66
Senegalite,0.0,0.0,0.0,0.0,0.0,217.97344,0.04489298,4.03
Sengierite,0.0,0.0,0.0,0.0,0.0,519.5658,0.06727593,6.41
Senkevichite,0.0,0.0,0.0,0.0,0.0,1083.413668,0.23548823999999996,3.819
Serrabrancaite,0.0,0.0,0.0,0.0,0.0,134.917952,0.04482235,2.498
Shafranovskite,0.0,0.0,0.0,0.0,0.0,1201.955004,0.2356393,4.234
Shannonite,0.0,0.0,0.0,0.0,0.0,490.4086,0.04482591,9.08
Shcherbakovite,0.0,0.0,0.0,0.0,0.0,871.3147960000001,0.06747399,10.718
Shcherbinaite,0.0,0.0,0.0,0.0,0.0,98.9397,0.03359634,2.444
Sheldrickite,0.0,0.0,0.0,0.0,0.0,504.077377,0.10090367,4.146
Sherwoodite,0.0,0.0,0.0,0.0,0.0,513.7598389999998,0.13442959,3.1719999999999997
Shibkovite,0.0,0.0,0.0,0.0,0.0,337.67611800000003,0.03375771,8.302
Shimazakiite,0.0,0.0,0.0,0.0,0.0,181.775,0.056040579999999986,2.6919999999999997
Shirokshinite,0.0,0.0,0.0,0.0,0.0,596.071346,0.04500727,10.992
Shirozulite,0.0,0.0,0.0,0.0,0.0,735.39946,0.06740095,9.056000000000001
Shlykovite,0.0,0.0,0.0,0.0,0.0,406.5659,0.100956,3.343
Shomiokite-(Y),0.0,0.0,0.0,0.0,0.0,391.948594,0.20171923,1.6130000000000002
Shorl,0.0,0.0,0.0,0.0,0.0,796.22375,0.11217456,5.891
Shulamitite,0.0,0.0,0.0,0.0,0.0,373.69007799999997,0.05607656,5.531000000000001
Sibirskite,0.0,0.0,0.0,0.0,0.0,99.8958,0.02244029,3.695
Sicklerite,0.0,0.0,0.0,0.0,0.0,196.698012,0.033632440000000006,4.854
Siderazot,0.0,0.0,0.0,0.0,0.0,69.85374,0.01120409,5.175
Sideronatrite,0.0,0.0,0.0,0.0,0.0,365.006736,0.08972749,3.3760000000000003
Sidorenkite,0.0,0.0,0.0,0.0,0.0,239.898748,0.06725326,2.9610000000000003
Sidwillite,0.0,0.0,0.0,0.0,0.0,719.87504,0.40331732,1.4809999999999999
Sigloite,0.0,0.0,0.0,0.0,0.0,346.88772,0.07857007,3.6639999999999997
Silinaite,0.0,0.0,0.0,0.0,0.0,124.029748,0.0672529,1.531
Sillenite,0.0,0.0,0.0,0.0,0.0,285.06407,0.0336215,7.037000000000001
Silvialite,0.0,0.0,0.0,0.0,0.0,313.27524599999987,0.06729159,3.864
Simferite,0.0,0.0,0.0,0.0,0.0,221.003012,0.033646440000000014,5.452000000000001
Simmonsite,0.0,0.0,0.0,0.0,0.0,113.90751599999999,0.033652789999999995,2.8089999999999997
Simonkolleite,0.0,0.0,0.0,0.0,0.0,218.26237999999998,0.05587832,3.242
Sinhalite,0.0,0.0,0.0,0.0,0.0,110.095739,0.03361638,2.718
Sinjarite,0.0,0.0,0.0,0.0,0.0,93.54598,0.0446719,1.7380000000000002
Sitinakite,0.0,0.0,0.0,0.0,0.0,386.094836,0.03385030000000001,9.467
Sjogrenite,0.0,0.0,0.0,0.0,0.0,143.18473999999995,0.0336464,3.532
Skorpionite,0.0,0.0,0.0,0.0,0.0,335.549182,0.13447726999999998,2.0709999999999997
Slavikite,0.0,0.0,0.0,0.0,0.0,444.215168,0.06738678000000001,5.471
Slavkovite,0.0,0.0,0.0,0.0,0.0,1393.6451500000005,0.20193113,5.728
Slawsonite,0.0,0.0,0.0,0.0,0.0,731.654556,0.17934276,3.386
Smirnite,0.0,0.0,0.0,0.0,0.0,850.53751,0.06726060000000002,10.495999999999999
Sn-Rich Astrophyllite,0.0,0.0,0.0,0.0,0.0,2258.2270869999993,0.17975210999999994,10.427
Sobolevite,0.0,0.0,0.0,0.0,0.0,2623.2485,0.42629548,5.107
Sodic-ferripedrizite,0.0,0.0,0.0,0.0,0.0,490.191518,0.10099157,4.029
Sodicgedrite,0.0,0.0,0.0,0.0,0.0,845.565753,0.15698901,4.471
Sodium alum,0.0,0.0,0.0,0.0,0.0,182.19986699999998,0.06731499,2.247
Sofiite,0.0,0.0,0.0,0.0,0.0,328.6436,0.055682720000000005,4.899
Sogdianite,0.0,0.0,0.0,0.0,0.0,213.347,0.0336728,5.2589999999999995
Solongoite,0.0,0.0,0.0,0.0,0.0,280.06866,0.14550296999999998,1.598
